id,file,emg_nom_fs,emg_eff_fs,emg_dur_s,emg_pct_valid,eda_nom_fs,eda_eff_fs,eda_dur_s,eda_pct_valid,ecg_nom_fs,ecg_eff_fs,ecg_dur_s,ecg_pct_valid,respitrace_nom_fs,respitrace_eff_fs,respitrace_dur_s,respitrace_pct_valid,torsoacc_nom_fs,torsoacc_eff_fs,torsoacc_dur_s,torsoacc_pct_valid,eye_nom_fs,eye_eff_fs,eye_dur_s,eye_pct_valid,xp11_nom_fs,xp11_eff_fs,xp11_dur_s,xp11_pct_valid,task,subject,session,run_level
19,/task-ils/sub-cp004/ses-20210330/level-03Brun-002,128,127.67,457.7,100,128,127.67,457.7,100,128,128.04,457.43,100,n/a,n/a,n/a,n/a,128,127.66,457.77,100,250,252.18,458,100,4,5.15,457.49,100,task-ils,sub-cp004,ses-20210330,level-03Brun-002
20,/task-ils/sub-cp004/ses-20210330/level-03Brun-005,128,127.64,563.63,100,128,127.64,563.63,100,128,127.96,563.75,100,n/a,n/a,n/a,n/a,128,127.68,564.05,100,250,252.52,563.38,100,4,5.15,564,100,task-ils,sub-cp004,ses-20210330,level-03Brun-005
21,/task-ils/sub-cp004/ses-20210330/level-03Brun-011,128,127.6,447.81,100,128,127.6,447.81,100,128,127.96,447.29,100,n/a,n/a,n/a,n/a,128,127.67,447.64,100,250,252.31,447.49,100,4,5.57,447.43,99.92,task-ils,sub-cp004,ses-20210330,level-03Brun-011
22,/task-ils/sub-cp004/ses-20210330/level-04Brun-004,128,127.67,375.14,100,128,127.67,375.14,100,128,127.98,375.16,100,n/a,n/a,n/a,n/a,128,127.68,375.03,100,250,252.2,375.11,100,4,4.96,374.92,99.89,task-ils,sub-cp004,ses-20210330,level-04Brun-004
23,/task-ils/sub-cp004/ses-20210330/level-04Brun-006,128,127.62,384.68,100,128,127.62,384.68,100,128,128.02,384.49,100,n/a,n/a,n/a,n/a,128,127.49,384.69,100,250,252.45,384.6,100,4,4.9,383.85,99.95,task-ils,sub-cp004,ses-20210330,level-04Brun-006
24,/task-ils/sub-cp004/ses-20210330/level-04Brun-009,128,127.67,456.55,100,128,127.67,456.55,100,128,127.99,456.45,100,n/a,n/a,n/a,n/a,128,127.67,456.5,100,250,252.3,456.06,100,4,5.19,456.42,99.16,task-ils,sub-cp004,ses-20210330,level-04Brun-009
25,/task-ils/sub-cp005/ses-20210226/level-01Brun-001,128,127.99,484.08,100,128,127.99,484.08,100,128,127.97,484.36,100,n/a,n/a,n/a,n/a,128,127.99,484.04,100,250,252.01,483.24,100,4,4.33,483.93,93.5,task-ils,sub-cp005,ses-20210226,level-01Brun-001
26,/task-ils/sub-cp005/ses-20210226/level-01Brun-007,128,127.99,445.4,100,128,127.99,445.4,100,128,127.98,445.7,100,n/a,n/a,n/a,n/a,128,127.98,445.62,100,250,252.48,445.42,100,4,4.61,445.4,99.9,task-ils,sub-cp005,ses-20210226,level-01Brun-007
27,/task-ils/sub-cp005/ses-20210226/level-01Brun-012,128,127.98,448.18,100,128,127.98,448.18,100,128,127.98,448.11,100,n/a,n/a,n/a,n/a,128,127.98,448.09,100,250,252.71,447.88,100,4,5.32,447.87,100,task-ils,sub-cp005,ses-20210226,level-01Brun-012
28,/task-ils/sub-cp005/ses-20210226/level-02Brun-003,128,127.99,531.05,100,128,127.99,531.05,100,128,127.98,531.15,100,n/a,n/a,n/a,n/a,128,127.99,531.17,100,250,252.7,531.43,100,4,5.2,530.82,100,task-ils,sub-cp005,ses-20210226,level-02Brun-003
29,/task-ils/sub-cp005/ses-20210226/level-02Brun-008,128,127.99,474.13,100,128,127.99,474.13,100,128,127.98,474.19,100,n/a,n/a,n/a,n/a,128,127.99,474.15,100,250,252.5,474.01,100,4,4.85,473.88,99.96,task-ils,sub-cp005,ses-20210226,level-02Brun-008
30,/task-ils/sub-cp005/ses-20210226/level-02Brun-010,128,127.99,464.1,100,128,127.99,464.1,100,128,127.98,464.02,100,n/a,n/a,n/a,n/a,128,127.99,464.15,100,250,252.99,464.05,100,4,5.35,463.91,100,task-ils,sub-cp005,ses-20210226,level-02Brun-010
31,/task-ils/sub-cp005/ses-20210226/level-03Brun-002,128,127.99,283.19,100,128,127.99,283.19,100,128,127.99,283.17,100,n/a,n/a,n/a,n/a,128,127.99,283.16,100,250,252.73,282.5,100,4,5.7,282.98,100,task-ils,sub-cp005,ses-20210226,level-03Brun-002
32,/task-ils/sub-cp005/ses-20210226/level-03Brun-005,128,127.99,576.62,100,128,127.99,576.62,100,128,127.98,576.63,100,n/a,n/a,n/a,n/a,128,127.99,576.59,100,250,252.33,576.16,100,4,5.31,576.49,99.93,task-ils,sub-cp005,ses-20210226,level-03Brun-005
33,/task-ils/sub-cp005/ses-20210226/level-03Brun-011,128,127.96,448.05,100,128,127.96,448.05,100,128,127.97,448.6,100,n/a,n/a,n/a,n/a,128,127.98,448.6,100,250,252.8,448.58,100,4,5.4,447.96,100,task-ils,sub-cp005,ses-20210226,level-03Brun-011
34,/task-ils/sub-cp005/ses-20210226/level-04Brun-004,128,127.98,612.54,100,128,127.98,612.54,100,128,127.98,612.65,100,n/a,n/a,n/a,n/a,128,127.98,612.73,100,250,252.67,612.6,100,4,5.24,612.37,100,task-ils,sub-cp005,ses-20210226,level-04Brun-004
35,/task-ils/sub-cp005/ses-20210226/level-04Brun-006,128,127.98,484.59,100,128,127.98,484.59,100,128,127.98,485.22,100,n/a,n/a,n/a,n/a,128,127.98,485.01,100,250,252.39,485.1,100,4,4.82,484.99,99.79,task-ils,sub-cp005,ses-20210226,level-04Brun-006
36,/task-ils/sub-cp005/ses-20210226/level-04Brun-009,128,127.98,538.16,100,128,127.98,538.16,100,128,127.98,538.2,100,n/a,n/a,n/a,n/a,128,127.98,538.52,100,250,252.9,537.64,100,4,4.98,537.87,99.96,task-ils,sub-cp005,ses-20210226,level-04Brun-009
37,/task-ils/sub-cp006/ses-20210324/level-01Brun-001,128,127.63,545.62,100,128,127.63,545.62,100,128,127.89,546.17,100,n/a,n/a,n/a,n/a,128,127.67,546.11,100,250,252.41,545.53,100,4,5.3,546,99.97,task-ils,sub-cp006,ses-20210324,level-01Brun-001
38,/task-ils/sub-cp006/ses-20210324/level-01Brun-007,128,127.63,516.7,100,128,127.63,516.7,100,128,127.98,516.58,100,n/a,n/a,n/a,n/a,128,127.67,516.57,100,250,252.66,516.25,100,4,5.14,516.91,100,task-ils,sub-cp006,ses-20210324,level-01Brun-007
39,/task-ils/sub-cp006/ses-20210324/level-01Brun-012,128,127.67,410.56,100,128,127.67,410.56,100,128,127.98,410.55,100,n/a,n/a,n/a,n/a,128,127.67,410.66,100,250,252.26,410.57,100,4,5.09,410.39,99.95,task-ils,sub-cp006,ses-20210324,level-01Brun-012
40,/task-ils/sub-cp006/ses-20210324/level-02Brun-003,128,127.67,449.49,100,128,127.67,449.49,100,128,127.98,449.69,100,n/a,n/a,n/a,n/a,128,127.68,449.61,100,250,252.5,449.42,100,4,5.07,449.32,100,task-ils,sub-cp006,ses-20210324,level-02Brun-003
41,/task-ils/sub-cp006/ses-20210324/level-02Brun-008,128,127.67,509.57,100,128,127.67,509.57,100,128,127.98,509.87,100,n/a,n/a,n/a,n/a,128,127.68,509.73,100,250,252.5,509.11,100,4,5.3,509.48,99.96,task-ils,sub-cp006,ses-20210324,level-02Brun-008
42,/task-ils/sub-cp006/ses-20210324/level-02Brun-010,128,127.67,493.15,100,128,127.67,493.15,100,128,127.94,493.26,100,n/a,n/a,n/a,n/a,128,127.68,492.93,100,250,251.85,492.29,100,4,5.25,492.9,99.85,task-ils,sub-cp006,ses-20210324,level-02Brun-010
43,/task-ils/sub-cp006/ses-20210324/level-03Brun-002,128,127.67,470.24,100,128,127.67,470.24,100,128,127.99,469.91,100,n/a,n/a,n/a,n/a,128,127.64,469.99,100,250,252.18,470.09,100,4,5.22,469.86,99.96,task-ils,sub-cp006,ses-20210324,level-03Brun-002
44,/task-ils/sub-cp006/ses-20210324/level-03Brun-005,128,127.66,518.03,100,128,127.66,518.03,100,128,127.98,517.69,100,n/a,n/a,n/a,n/a,128,127.68,518.12,100,250,252.36,517.47,100,4,5.6,517.84,99.97,task-ils,sub-cp006,ses-20210324,level-03Brun-005
45,/task-ils/sub-cp006/ses-20210324/level-03Brun-011,128,127.67,448.03,100,128,127.67,448.03,100,128,127.99,447.66,100,n/a,n/a,n/a,n/a,128,127.68,447.6,100,250,252.3,448.03,100,4,5.34,447.9,100,task-ils,sub-cp006,ses-20210324,level-03Brun-011
46,/task-ils/sub-cp006/ses-20210324/level-04Brun-004,128,127.67,453.54,100,128,127.67,453.54,100,128,127.97,453.64,100,n/a,n/a,n/a,n/a,128,127.68,453.57,100,250,252.5,453.37,100,4,5.15,453.47,99.91,task-ils,sub-cp006,ses-20210324,level-04Brun-004
47,/task-ils/sub-cp006/ses-20210324/level-04Brun-006,128,127.67,504.15,100,128,127.67,504.15,100,128,127.98,504.2,100,n/a,n/a,n/a,n/a,128,127.68,504.29,100,250,252.44,503.47,100,4,5.25,503.94,99.89,task-ils,sub-cp006,ses-20210324,level-04Brun-006
48,/task-ils/sub-cp006/ses-20210324/level-04Brun-009,128,127.67,498.04,100,128,127.67,498.04,100,128,127.97,497.18,100,n/a,n/a,n/a,n/a,128,127.67,498.11,100,250,252.51,497.49,100,4,5.21,497.83,99.69,task-ils,sub-cp006,ses-20210324,level-04Brun-009
49,/task-ils/sub-cp008/ses-20210503/level-01Brun-001,128,127.67,385.59,100,128,127.67,385.59,100,128,127.98,385.55,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,250,251.45,385.56,100,4,4.81,385.36,99.46,task-ils,sub-cp008,ses-20210503,level-01Brun-001
50,/task-ils/sub-cp008/ses-20210503/level-01Brun-007,128,127.6,414.52,100,128,127.6,414.52,100,128,127.99,415.27,100,n/a,n/a,n/a,n/a,128,128.01,414.41,100,250,251.56,415.03,100,4,5.31,414.38,100,task-ils,sub-cp008,ses-20210503,level-01Brun-007
51,/task-ils/sub-cp008/ses-20210503/level-01Brun-012,128,127.63,420.21,100,128,127.63,420.21,100,128,127.98,420.08,100,n/a,n/a,n/a,n/a,128,128.02,420.43,100,250,251.48,420.54,100,4,4.76,420.46,99.9,task-ils,sub-cp008,ses-20210503,level-01Brun-012
52,/task-ils/sub-cp008/ses-20210503/level-02Brun-003,128,127.67,430.04,100,128,127.67,430.04,100,128,127.99,429.97,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,250,251.03,430.49,100,4,4.76,430.37,99.85,task-ils,sub-cp008,ses-20210503,level-02Brun-003
53,/task-ils/sub-cp008/ses-20210503/level-02Brun-008,128,127.67,430.53,100,128,127.67,430.53,100,128,127.98,430.52,100,n/a,n/a,n/a,n/a,128,127.99,430.55,100,250,251.55,430.53,100,4,5.42,430.34,100,task-ils,sub-cp008,ses-20210503,level-02Brun-008
54,/task-ils/sub-cp008/ses-20210503/level-02Brun-010,128,127.67,451.97,100,128,127.67,451.97,100,128,127.98,452.21,100,n/a,n/a,n/a,n/a,128,128.06,452.56,100,250,251.5,452.09,100,4,5.36,451.87,100,task-ils,sub-cp008,ses-20210503,level-02Brun-010
55,/task-ils/sub-cp008/ses-20210503/level-03Brun-002,128,127.67,432.56,100,128,127.67,432.56,100,128,127.97,433.09,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,250,251.54,432.8,100,4,4.97,432.41,99.91,task-ils,sub-cp008,ses-20210503,level-03Brun-002
56,/task-ils/sub-cp008/ses-20210503/level-03Brun-005,128,127.67,436.51,100,128,127.67,436.51,100,128,127.96,436.57,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,250,251.49,436.59,100,4,5.31,436.37,99.91,task-ils,sub-cp008,ses-20210503,level-03Brun-005
57,/task-ils/sub-cp008/ses-20210503/level-03Brun-011,128,127.67,463.13,100,128,127.67,463.13,100,128,127.97,463.12,100,n/a,n/a,n/a,n/a,128,127.99,463.11,100,250,251.61,463.04,100,4,5.36,462.83,99.96,task-ils,sub-cp008,ses-20210503,level-03Brun-011
58,/task-ils/sub-cp008/ses-20210503/level-04Brun-004,128,127.67,415.04,100,128,127.67,415.04,100,128,127.98,414.96,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,250,251.53,415.07,100,4,5.25,415,100,task-ils,sub-cp008,ses-20210503,level-04Brun-004
59,/task-ils/sub-cp008/ses-20210503/level-04Brun-006,128,127.67,403.02,100,128,127.67,403.02,100,128,127.99,403.04,100,n/a,n/a,n/a,n/a,128,128.01,402.95,100,250,251.6,402.99,100,4,5.24,402.84,100,task-ils,sub-cp008,ses-20210503,level-04Brun-006
60,/task-ils/sub-cp008/ses-20210503/level-04Brun-009,128,127.67,444.22,100,128,127.67,444.22,100,128,127.98,444.52,100,n/a,n/a,n/a,n/a,128,127.86,444.6,100,250,251.7,444.54,100,4,5.15,443.96,99.74,task-ils,sub-cp008,ses-20210503,level-04Brun-009
61,/task-ils/sub-cp009/ses-20210129/level-01Brun-001,512,512.11,792.54,100,512,512.11,792.54,100,128,NaN,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,250,252.55,792.78,100,4,4.56,791.41,99.86,task-ils,sub-cp009,ses-20210129,level-01Brun-001
62,/task-ils/sub-cp009/ses-20210129/level-01Brun-007,512,511.06,497.72,100,512,511.06,497.72,100,128,505.92,498.44,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,250,253.31,497.6,100,4,4.54,497.14,100,task-ils,sub-cp009,ses-20210129,level-01Brun-007
63,/task-ils/sub-cp009/ses-20210129/level-01Brun-012,512,510.85,472.89,100,512,510.85,472.89,100,128,505.74,473.19,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,250,252.89,472.89,100,4,4.5,472.4,100,task-ils,sub-cp009,ses-20210129,level-01Brun-012
64,/task-ils/sub-cp009/ses-20210129/level-02Brun-003,512,512.11,474.57,100,512,512.11,474.57,100,128,NaN,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,250,253.3,474.13,100,4,4.51,474.32,100,task-ils,sub-cp009,ses-20210129,level-02Brun-003
65,/task-ils/sub-cp009/ses-20210129/level-02Brun-008,512,510.44,480.14,100,512,510.44,480.14,100,128,507.93,480.58,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,250,252.25,480.09,100,4,4.51,479.85,100,task-ils,sub-cp009,ses-20210129,level-02Brun-008
66,/task-ils/sub-cp009/ses-20210129/level-02Brun-010,512,510.6,482.01,100,512,510.6,482.01,100,128,502.87,480.58,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,250,252.93,481.04,100,4,4.5,481.3,99.95,task-ils,sub-cp009,ses-20210129,level-02Brun-010
67,/task-ils/sub-cp009/ses-20210129/level-03Brun-002,512,512.11,585.65,100,512,512.11,585.65,100,128,NaN,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,250,253.05,585.9,100,4,4.61,573.83,99.85,task-ils,sub-cp009,ses-20210129,level-03Brun-002
68,/task-ils/sub-cp009/ses-20210129/level-03Brun-005,512,511.05,538.83,100,512,511.05,538.83,100,128,508.29,538.73,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,250,252.86,538.21,100,4,4.5,538.43,99.92,task-ils,sub-cp009,ses-20210129,level-03Brun-005
69,/task-ils/sub-cp009/ses-20210129/level-03Brun-011,512,510.97,454.19,100,512,510.97,454.19,100,128,508.22,453.67,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,250,252.6,454.14,100,4,4.5,453.95,99.8,task-ils,sub-cp009,ses-20210129,level-03Brun-011
70,/task-ils/sub-cp009/ses-20210129/level-04Brun-004,512,512.11,242.52,100,512,512.11,242.52,100,128,NaN,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,250,252.95,242.54,100,4,4.43,242.48,98.7,task-ils,sub-cp009,ses-20210129,level-04Brun-004
71,/task-ils/sub-cp009/ses-20210129/level-04Brun-006,512,510.76,255.92,100,512,510.76,255.92,100,128,506.68,254.32,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,250,252.52,255.62,100,4,4.49,255.44,100,task-ils,sub-cp009,ses-20210129,level-04Brun-006
72,/task-ils/sub-cp009/ses-20210129/level-04Brun-009,512,510.03,296.13,100,512,510.03,296.13,100,128,504.32,295.65,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,250,253.5,295.75,100,4,4.5,296,100,task-ils,sub-cp009,ses-20210129,level-04Brun-009
73,/task-ils/sub-cp011/ses-20210408/level-01Brun-001,128,127.62,383.08,100,128,127.62,383.08,100,128,127.97,383.14,100,n/a,n/a,n/a,n/a,128,127.67,383.14,100,250,252.46,383.01,100,4,4.94,382.85,100,task-ils,sub-cp011,ses-20210408,level-01Brun-001
74,/task-ils/sub-cp011/ses-20210408/level-01Brun-007,128,127.61,323.28,100,128,127.61,323.28,100,128,127.97,323.12,100,n/a,n/a,n/a,n/a,128,127.67,323.14,100,250,252.37,323.02,100,4,4.38,322.87,98.87,task-ils,sub-cp011,ses-20210408,level-01Brun-007
75,/task-ils/sub-cp011/ses-20210408/level-01Brun-012,128,127.53,367.03,100,128,127.53,367.03,100,128,127.99,367.18,100,n/a,n/a,n/a,n/a,128,127.68,366.93,100,250,252.25,367.55,100,4,4.36,366.77,97.43,task-ils,sub-cp011,ses-20210408,level-01Brun-012
76,/task-ils/sub-cp011/ses-20210408/level-02Brun-003,128,127.65,410.11,100,128,127.65,410.11,100,128,127.99,410.13,100,n/a,n/a,n/a,n/a,128,127.67,410.17,100,250,252.21,410.06,100,4,5.31,406,99.91,task-ils,sub-cp011,ses-20210408,level-02Brun-003
77,/task-ils/sub-cp011/ses-20210408/level-02Brun-008,128,127.71,436.16,100,128,127.71,436.16,100,128,127.98,436.12,100,n/a,n/a,n/a,n/a,128,127.66,436.13,100,250,252.08,436.03,100,4,4.42,435.89,99.27,task-ils,sub-cp011,ses-20210408,level-02Brun-008
78,/task-ils/sub-cp011/ses-20210408/level-02Brun-010,128,127.64,444.79,100,128,127.64,444.79,100,128,127.98,445.13,100,n/a,n/a,n/a,n/a,128,127.67,444.55,100,250,252.84,444.77,100,4,4.31,445.01,98.38,task-ils,sub-cp011,ses-20210408,level-02Brun-010
79,/task-ils/sub-cp011/ses-20210408/level-03Brun-002,128,127.74,224.23,100,128,127.74,224.23,100,128,127.97,224.09,100,n/a,n/a,n/a,n/a,128,127.67,224.09,100,250,252.38,223.99,100,4,5.28,218.76,100,task-ils,sub-cp011,ses-20210408,level-03Brun-002
80,/task-ils/sub-cp011/ses-20210408/level-03Brun-005,128,127.63,481.69,100,128,127.63,481.69,100,128,127.98,481.66,100,n/a,n/a,n/a,n/a,128,127.68,481.56,100,250,252.04,481.14,100,4,5.22,481.41,99.96,task-ils,sub-cp011,ses-20210408,level-03Brun-005
81,/task-ils/sub-cp011/ses-20210408/level-03Brun-011,128,127.65,407.18,100,128,127.65,407.18,100,128,127.98,407.08,100,n/a,n/a,n/a,n/a,128,127.66,407.08,100,250,251.84,407.13,100,4,4.49,406.96,99.56,task-ils,sub-cp011,ses-20210408,level-03Brun-011
82,/task-ils/sub-cp011/ses-20210408/level-04Brun-004,128,127.62,731.24,100,128,127.62,731.24,100,128,127.98,731.28,100,n/a,n/a,n/a,n/a,128,127.67,731.22,100,250,252.34,731.74,100,4,4.98,730.99,99.81,task-ils,sub-cp011,ses-20210408,level-04Brun-004
83,/task-ils/sub-cp011/ses-20210408/level-04Brun-006,128,127.66,390.56,100,128,127.66,390.56,100,128,127.99,391.07,100,n/a,n/a,n/a,n/a,128,127.67,391.1,100,250,252.08,391.07,100,4,4.79,385.44,99.84,task-ils,sub-cp011,ses-20210408,level-04Brun-006
84,/task-ils/sub-cp011/ses-20210408/level-04Brun-009,128,127.68,403.76,100,128,127.68,403.76,100,128,127.98,403.71,100,n/a,n/a,n/a,n/a,128,127.66,403.6,100,250,252.23,403.79,100,4,4.38,403.41,99.26,task-ils,sub-cp011,ses-20210408,level-04Brun-009
85,/task-ils/sub-cp012/ses-20210723/level-01Brun-001,128,127.99,427.57,100,128,127.99,427.57,100,128,127.98,427.48,100,n/a,n/a,n/a,n/a,128,127.99,427.65,100,250,252.44,427.65,100,4,5.22,427.46,99.82,task-ils,sub-cp012,ses-20210723,level-01Brun-001
86,/task-ils/sub-cp012/ses-20210723/level-01Brun-007,128,127.98,422.5,100,128,127.98,422.5,100,128,127.99,422.55,100,n/a,n/a,n/a,n/a,128,127.99,422.46,100,250,253.22,422.37,100,4,4.6,422.42,100,task-ils,sub-cp012,ses-20210723,level-01Brun-007
87,/task-ils/sub-cp012/ses-20210723/level-01Brun-012,128,127.99,433.65,100,128,127.99,433.65,100,128,127.98,433.65,100,n/a,n/a,n/a,n/a,128,127.99,433.4,100,250,252.97,433.75,100,4,4.62,432.9,99.8,task-ils,sub-cp012,ses-20210723,level-01Brun-012
88,/task-ils/sub-cp012/ses-20210723/level-02Brun-003,128,127.98,462.53,100,128,127.98,462.53,100,128,127.97,462.54,100,n/a,n/a,n/a,n/a,128,127.98,462.58,100,250,252.99,462.6,100,4,5.04,462.31,99.74,task-ils,sub-cp012,ses-20210723,level-02Brun-003
89,/task-ils/sub-cp012/ses-20210723/level-02Brun-008,128,127.9,449.7,100,128,127.9,449.7,100,128,127.98,449.59,100,n/a,n/a,n/a,n/a,128,127.98,449.7,100,250,253.19,449.16,100,4,4.78,449.46,100,task-ils,sub-cp012,ses-20210723,level-02Brun-008
90,/task-ils/sub-cp012/ses-20210723/level-02Brun-010,128,127.98,456.14,100,128,127.98,456.14,100,128,127.97,456.15,100,n/a,n/a,n/a,n/a,128,127.98,456.64,100,250,253.23,456.29,100,4,4.85,456.36,99.95,task-ils,sub-cp012,ses-20210723,level-02Brun-010
